InteractionID,UserID,SessionID,ProductID,TimeSpentSeconds,EngagementScore,ActionTaken,NextProductID
I02471,U0590,S0248,ec-5,65.94,0.2376,Exit,N/A
I02472,U0935,S0248,ms-6,271.95,0.65,Rewatch,N/A
I02473,U0610,S0248,ec-1,233.52,0.6146,Rewatch,N/A
I02474,U0359,S0248,ec-1,19.01,0.1231,Exit,N/A
I02475,U1844,S0248,ec-4,271.36,0.5224,Rewatch,N/A
I02476,U1866,S0248,ec-5,252.19,0.9811,Next Product,ec-1
I02477,U1937,S0248,ms-1,241.94,0.99,Next Product,ms-4
I02478,U1287,S0248,ec-3,267.19,0.9428,Share,N/A
I02479,U1430,S0248,ec-6,194.07,0.6009,Rewatch,N/A
I02480,U1011,S0249,ec-1,37.13,0.4704,Next Product,ec-2
I02481,U0756,S0249,ms-2,298.37,0.5042,Rewatch,N/A
I02482,U1597,S0249,ms-6,15.87,0.1497,Exit,N/A
I02483,U0338,S0249,ms-5,247.7,0.9298,Next Product,ms-3
I02484,U1309,S0249,ec-6,201.7,0.561,Rewatch,N/A
I02485,U0704,S0249,ec-6,103.89,0.9772,Share,N/A
I02486,U0078,S0249,ms-1,252.79,0.9251,Next Product,ms-4
I02487,U1373,S0249,ec-6,30.16,0.1934,Exit,N/A
I02488,U0945,S0249,ms-2,220.49,0.8574,Next Product,ms-6
I02489,U0897,S0249,ms-3,150.0,0.9711,Share,N/A
I02490,U0331,S0250,ms-3,211.22,0.552,Rewatch,N/A
I02491,U0363,S0250,ms-5,238.22,0.9306,Next Product,ms-3
I02492,U1376,S0250,ms-1,181.13,0.634,Rewatch,N/A
I02493,U0734,S0250,ms-3,255.26,0.9306,Next Product,ms-2
I02494,U0443,S0250,ec-2,184.24,0.6024,Rewatch,N/A
I02495,U1662,S0250,ec-3,185.16,0.4808,Rewatch,N/A
I02496,U1838,S0250,ms-2,102.63,0.99,Share,N/A
I02497,U0108,S0250,ec-4,255.14,0.85,Next Product,ec-3
I02498,U1903,S0250,ms-4,80.72,0.9705,Share,N/A
I02499,U0188,S0250,ms-1,66.15,0.9749,Next Product,ms-4
I02500,U0394,S0251,ec-5,26.59,0.1996,Exit,N/A
I02501,U0452,S0251,ms-2,197.65,0.4863,Rewatch,N/A
I02502,U0344,S0251,ec-6,266.95,0.9196,Next Product,ec-4
I02503,U0670,S0251,ms-6,97.96,0.99,Share,N/A
I02504,U0425,S0251,ec-3,118.12,0.9,Share,N/A
I02505,U0476,S0251,ms-4,273.97,0.9549,Next Product,ms-1
I02506,U1340,S0251,ms-6,285.55,0.873,Next Product,ms-5
I02507,U1348,S0251,ms-5,232.99,0.5612,Rewatch,N/A
I02508,U0138,S0251,ms-4,71.27,0.9784,Share,N/A
I02509,U1024,S0251,ms-2,22.58,0.2076,Exit,N/A
I02510,U1621,S0252,ec-4,227.71,0.85,Share,N/A
I02511,U1229,S0252,ms-6,42.72,0.4348,Exit,N/A
I02512,U1427,S0252,ec-1,197.96,0.5491,Exit,N/A
I02513,U1421,S0252,ms-3,264.78,0.8971,Next Product,ec-6
I02514,U0652,S0252,ec-5,17.83,0.1905,Exit,N/A
I02515,U0687,S0252,ms-1,241.24,0.6358,Rewatch,N/A
I02516,U0784,S0252,ec-3,23.77,0.1801,Exit,N/A
I02517,U0477,S0252,ec-3,86.63,0.99,Next Product,ec-6
I02518,U1263,S0252,ms-2,225.62,0.99,Next Product,ms-6
I02519,U1270,S0252,ms-2,251.05,0.8512,Next Product,ms-6
I02520,U0311,S0253,ec-1,291.04,0.9263,Next Product,ms-6
I02521,U1225,S0253,ec-2,198.96,0.6276,Rewatch,N/A
I02522,U0570,S0253,ms-6,20.55,0.1628,Exit,N/A
I02523,U1558,S0253,ms-1,104.06,0.965,Next Product,ms-4
I02524,U0591,S0253,ms-1,218.96,0.973,Next Product,ms-4
I02525,U0422,S0253,ec-3,207.78,0.8976,Share,N/A
I02526,U0509,S0253,ec-5,219.16,0.626,Rewatch,N/A
I02527,U1788,S0253,ec-1,141.38,0.973,Share,N/A
I02528,U1290,S0253,ms-1,39.16,0.1085,Exit,N/A
I02529,U1007,S0253,ms-2,85.71,0.5528,Exit,N/A
I02530,U0107,S0254,ec-5,10.68,0.3172,Next Product,ec-3
I02531,U0258,S0254,ms-2,220.05,0.9459,Next Product,ms-6
I02532,U0419,S0254,ms-4,33.64,0.1586,Exit,N/A
I02533,U0873,S0254,ec-6,134.58,0.9135,Share,N/A
I02534,U0405,S0254,ms-4,114.04,0.9149,Share,N/A
I02535,U0621,S0254,ms-5,66.58,0.9311,Next Product,ms-3
I02536,U1767,S0254,ec-2,221.74,0.8926,Share,N/A
I02537,U0816,S0254,ec-1,243.58,0.9619,Next Product,ec-2
I02538,U1506,S0254,ec-1,207.15,0.4,Rewatch,N/A
I02539,U1626,S0254,ec-2,284.2,0.8781,Next Product,ms-2
I02540,U1555,S0255,ms-5,40.0,0.1597,Exit,N/A
I02541,U0313,S0255,ec-3,214.11,0.6464,Rewatch,N/A
I02542,U0950,S0255,ms-5,27.49,0.17,Exit,N/A
I02543,U0769,S0255,ec-3,40.0,0.1362,Exit,N/A
I02544,U0148,S0255,ms-6,21.82,0.1558,Exit,N/A
I02545,U0962,S0255,ms-4,282.15,0.85,Next Product,ms-1
I02546,U1026,S0255,ec-6,10.0,0.1206,Exit,N/A
I02547,U1007,S0255,ec-1,10.0,0.3363,Exit,N/A
I02548,U1926,S0255,ec-1,54.54,0.6945,Exit,N/A
I02549,U0765,S0255,ec-1,33.63,0.0653,Exit,N/A
I02550,U1313,S0256,ec-4,274.61,0.9609,Next Product,ec-2
I02551,U0255,S0256,ec-1,47.31,0.4049,Rewatch,N/A
I02552,U0333,S0256,ms-4,208.13,0.65,Exit,N/A
I02553,U1580,S0256,ec-6,230.51,0.9464,Next Product,ec-4
I02554,U0755,S0256,ec-6,250.26,0.9365,Next Product,ec-4
I02555,U0506,S0256,ms-4,25.39,0.1873,Exit,N/A
I02556,U1888,S0256,ms-6,14.78,0.1043,Exit,N/A
I02557,U1386,S0256,ms-1,278.58,0.65,Rewatch,N/A
I02558,U0536,S0256,ec-4,24.95,0.2358,Exit,N/A
I02559,U1395,S0256,ms-3,226.85,0.8934,Next Product,ec-2
I02560,U1724,S0257,ms-3,269.88,0.9271,Next Product,ms-2
I02561,U1878,S0257,ec-1,74.97,0.99,Share,N/A
I02562,U1846,S0257,ms-2,67.84,0.9891,Share,N/A
I02563,U0867,S0257,ms-3,249.55,0.65,Rewatch,N/A
I02564,U0619,S0257,ec-3,36.67,0.3786,Exit,N/A
I02565,U1349,S0257,ec-1,146.46,0.9596,Share,N/A
I02566,U1542,S0257,ec-6,86.64,0.4201,Exit,N/A
I02567,U0224,S0257,ec-5,12.03,0.1171,Exit,N/A
I02568,U1634,S0257,ms-6,189.37,0.5406,Rewatch,N/A
I02569,U0430,S0257,ec-6,23.64,0.1886,Exit,N/A
I02570,U0631,S0258,ms-1,51.01,0.4454,Next Product,ec-4
I02571,U0004,S0258,ms-2,234.97,0.944,Next Product,ms-6
I02572,U1341,S0258,ms-5,23.87,0.1725,Exit,N/A
I02573,U0350,S0258,ms-3,125.11,0.9394,Share,N/A
I02574,U0406,S0258,ec-2,271.29,0.99,Share,N/A
I02575,U0923,S0258,ec-4,242.7,0.65,Rewatch,N/A
I02576,U0121,S0258,ec-6,264.43,0.8734,Next Product,ec-4
I02577,U1848,S0258,ec-1,108.27,0.9401,Next Product,ec-2
I02578,U1304,S0258,ms-3,232.12,0.9164,Next Product,ms-2
I02579,U0132,S0258,ms-6,245.36,0.867,Next Product,ms-5
I02580,U1558,S0259,ms-2,300.0,0.9604,Next Product,ms-1
I02581,U1363,S0259,ec-4,278.91,0.5642,Rewatch,N/A
I02582,U0433,S0259,ec-3,237.41,0.65,Rewatch,N/A
I02583,U1066,S0259,ms-5,38.41,0.1,Next Product,ms-3
I02584,U0691,S0259,ec-4,113.67,0.9435,Share,N/A
I02585,U1824,S0259,ms-6,72.56,0.2779,Rewatch,N/A
I02586,U1673,S0259,ms-4,38.1,0.6371,Next Product,ms-1
I02587,U0776,S0259,ec-4,207.62,0.9642,Next Product,ec-3
I02588,U0206,S0259,ms-1,11.2,0.1948,Exit,N/A
I02589,U1431,S0259,ec-1,189.11,0.4,Exit,N/A
I02590,U0285,S0260,ms-1,220.04,0.65,Exit,N/A
I02591,U0573,S0260,ec-6,181.38,0.65,Rewatch,N/A
I02592,U0926,S0260,ec-4,246.27,0.5657,Exit,N/A
I02593,U1055,S0260,ec-1,20.64,0.1317,Exit,N/A
I02594,U0007,S0260,ec-5,62.91,0.5269,Exit,N/A
I02595,U1665,S0260,ms-6,275.07,0.888,Next Product,ms-5
I02596,U1654,S0260,ec-6,300.0,0.8934,Next Product,ec-4
I02597,U0820,S0260,ec-6,15.0,0.0735,Exit,N/A
I02598,U0167,S0260,ms-6,136.62,0.9507,Next Product,ec-6
I02599,U1349,S0260,ec-6,36.3,0.0603,Rewatch,N/A
I02600,U1504,S0261,ec-1,39.97,0.2107,Exit,N/A
I02601,U0400,S0261,ec-6,26.91,0.1187,Exit,N/A
I02602,U1066,S0261,ec-4,222.21,0.6111,Rewatch,N/A
I02603,U0066,S0261,ms-3,113.75,0.99,Share,N/A
I02604,U1705,S0261,ec-5,42.2,0.2049,Exit,N/A
I02605,U1792,S0261,ec-2,15.15,0.1375,Exit,N/A
I02606,U0914,S0261,ms-2,150.0,0.9609,Share,N/A
I02607,U0499,S0261,ms-4,246.83,0.9819,Share,N/A
I02608,U1434,S0261,ms-2,206.44,0.8955,Share,N/A
I02609,U0060,S0261,ms-3,30.88,0.4597,Rewatch,N/A
I02610,U0669,S0262,ec-1,201.77,0.6075,Rewatch,N/A
I02611,U0528,S0262,ec-5,12.22,0.1873,Exit,N/A
I02612,U1839,S0262,ec-5,251.38,0.9828,Next Product,ec-1
I02613,U1486,S0262,ec-2,256.24,0.8665,Next Product,ec-6
I02614,U1909,S0262,ec-4,180.0,0.5045,Rewatch,N/A
I02615,U1319,S0262,ms-6,108.67,0.9487,Share,N/A
I02616,U1508,S0262,ec-6,32.89,0.07,Exit,N/A
I02617,U1316,S0262,ec-3,71.82,0.5211,Exit,N/A
I02618,U0895,S0262,ms-4,279.03,0.9344,Next Product,ms-1
I02619,U0183,S0262,ms-6,218.42,0.5202,Exit,N/A
I02620,U1525,S0263,ms-2,83.8,0.9099,Share,N/A
I02621,U0642,S0263,ec-1,145.85,0.9344,Share,N/A
I02622,U0127,S0263,ec-4,100.85,0.9227,Share,N/A
I02623,U0868,S0263,ms-6,209.62,0.65,Rewatch,N/A
I02624,U1913,S0263,ms-3,78.22,0.99,Share,N/A
I02625,U0455,S0263,ms-2,99.17,0.9704,Share,N/A
I02626,U0944,S0263,ms-6,287.34,0.9336,Share,N/A
I02627,U1715,S0263,ms-4,89.45,0.9444,Share,N/A
I02628,U1232,S0263,ms-5,245.43,0.99,Next Product,ec-5
I02629,U1440,S0263,ms-1,78.26,0.9237,Share,N/A
I02630,U1411,S0264,ms-2,236.31,0.9842,Next Product,ms-6
I02631,U1293,S0264,ms-4,131.32,0.9494,Share,N/A
I02632,U0772,S0264,ms-1,80.59,0.1,Exit,N/A
I02633,U0683,S0264,ms-3,189.76,0.586,Rewatch,N/A
I02634,U1501,S0264,ms-4,211.34,0.4561,Rewatch,N/A
I02635,U1773,S0264,ms-3,89.98,0.5393,Exit,N/A
I02636,U1490,S0264,ec-1,269.77,0.8977,Next Product,ms-2
I02637,U0327,S0264,ms-1,70.5,0.9458,Share,N/A
I02638,U1389,S0264,ec-2,100.0,0.5257,Exit,N/A
I02639,U1552,S0264,ec-1,31.27,0.2056,Exit,N/A
I02640,U1082,S0265,ec-6,14.76,0.126,Exit,N/A
I02641,U1427,S0265,ms-4,229.22,0.4998,Rewatch,N/A
I02642,U0200,S0265,ms-3,267.13,0.9449,Next Product,ms-4
I02643,U0111,S0265,ec-6,247.67,0.8972,Next Product,ec-4
I02644,U0905,S0265,ec-6,68.81,0.9626,Next Product,ec-4
I02645,U1648,S0265,ec-6,251.09,0.9656,Next Product,ec-4
I02646,U1754,S0265,ec-4,274.32,0.965,Next Product,ec-5
I02647,U0772,S0265,ec-1,277.21,0.5271,Rewatch,N/A
I02648,U0116,S0265,ms-2,113.54,0.9796,Share,N/A
I02649,U1936,S0265,ms-1,17.46,0.1047,Exit,N/A
I02650,U1056,S0266,ec-5,228.31,0.9025,Next Product,ec-1
I02651,U1480,S0266,ec-1,16.29,0.116,Exit,N/A
I02652,U0244,S0266,ms-4,126.43,0.9471,Share,N/A
I02653,U1221,S0266,ms-3,232.27,0.4949,Rewatch,N/A
I02654,U1417,S0266,ec-5,18.84,0.1643,Exit,N/A
I02655,U1593,S0266,ec-2,53.78,0.5167,Exit,N/A
I02656,U1332,S0266,ec-1,225.68,0.9628,Next Product,ec-2
I02657,U0246,S0266,ms-2,24.32,0.1514,Exit,N/A
I02658,U1002,S0266,ec-5,23.15,0.2106,Exit,N/A
I02659,U1044,S0266,ms-4,212.81,0.9504,Next Product,ms-1
I02660,U0561,S0267,ec-6,264.05,0.6216,Rewatch,N/A
I02661,U0371,S0267,ec-1,150.0,0.9341,Share,N/A
I02662,U0889,S0267,ms-5,128.72,0.9468,Share,N/A
I02663,U0131,S0267,ec-6,87.0,0.3988,Next Product,ec-4
I02664,U0379,S0267,ec-1,10.74,0.1264,Exit,N/A
I02665,U0041,S0267,ec-1,135.88,0.9397,Share,N/A
I02666,U1664,S0267,ec-3,104.16,0.9036,Share,N/A
I02667,U1198,S0267,ec-3,198.5,0.65,Rewatch,N/A
I02668,U0255,S0267,ms-4,11.52,0.5076,Exit,N/A
I02669,U1839,S0267,ms-2,23.85,0.1542,Exit,N/A
I02670,U1227,S0268,ec-6,31.91,0.1278,Exit,N/A
I02671,U1137,S0268,ec-2,26.39,0.1477,Exit,N/A
I02672,U0252,S0268,ms-1,222.22,0.9143,Next Product,ms-4
I02673,U1152,S0268,ms-5,45.69,0.3752,Next Product,ms-3
I02674,U0256,S0268,ec-3,279.2,0.9512,Share,N/A
I02675,U0352,S0268,ec-1,10.0,0.2448,Exit,N/A
I02676,U1348,S0268,ms-1,300.0,0.8681,Next Product,ec-6
I02677,U1853,S0268,ms-5,10.0,0.1382,Exit,N/A
I02678,U0912,S0268,ms-3,150.0,0.9037,Share,N/A
I02679,U1071,S0268,ms-6,180.0,0.4001,Rewatch,N/A
I02680,U1409,S0269,ms-2,255.93,0.65,Rewatch,N/A
I02681,U0076,S0269,ms-4,19.87,0.1842,Exit,N/A
I02682,U1754,S0269,ms-4,91.71,0.6681,Exit,N/A
I02683,U1234,S0269,ec-3,200.0,0.9126,Next Product,ec-6
I02684,U1275,S0269,ec-1,238.97,0.897,Next Product,ec-2
I02685,U1851,S0269,ms-3,109.43,0.9297,Share,N/A
I02686,U0521,S0269,ec-5,28.96,0.1571,Exit,N/A
I02687,U1423,S0269,ms-3,150.0,0.9084,Share,N/A
I02688,U1501,S0269,ms-5,25.29,0.1716,Rewatch,N/A
I02689,U1428,S0269,ec-5,242.31,0.8531,Next Product,ec-1
I02690,U1681,S0270,ec-3,270.28,0.5837,Rewatch,N/A
I02691,U0315,S0270,ms-6,11.99,0.4658,Exit,N/A
I02692,U0889,S0270,ec-1,275.28,0.9577,Next Product,ec-2
I02693,U0256,S0270,ec-3,200.0,0.9198,Next Product,ec-6
I02694,U1312,S0270,ms-2,60.0,0.9301,Share,N/A
I02695,U0560,S0270,ms-3,15.97,0.1905,Exit,N/A
I02696,U0463,S0270,ms-5,253.5,0.8557,Next Product,ec-3
I02697,U0776,S0270,ms-2,207.8,0.4997,Rewatch,N/A
I02698,U1079,S0270,ec-6,40.0,0.1904,Exit,N/A
I02699,U1206,S0270,ec-2,218.01,0.99,Next Product,ec-5
I02700,U0578,S0271,ec-3,237.85,0.9361,Next Product,ec-6
I02701,U0652,S0271,ec-1,278.19,0.85,Next Product,ec-2
I02702,U1616,S0271,ec-3,16.73,0.2324,Exit,N/A
I02703,U1807,S0271,ec-1,93.26,0.98,Share,N/A
I02704,U0020,S0271,ec-5,20.47,0.1452,Exit,N/A
I02705,U0319,S0271,ec-5,300.0,0.9419,Next Product,ec-1
I02706,U0109,S0271,ec-6,21.55,0.1158,Exit,N/A
I02707,U0759,S0271,ec-6,196.32,0.65,Rewatch,N/A
I02708,U0857,S0271,ec-6,122.96,0.9155,Share,N/A
I02709,U0725,S0271,ec-2,102.62,0.948,Share,N/A
I02710,U0877,S0272,ec-3,59.48,0.3095,Exit,N/A
I02711,U1806,S0272,ms-4,272.04,0.99,Next Product,ms-5
I02712,U0833,S0272,ms-6,281.32,0.65,Rewatch,N/A
I02713,U0158,S0272,ec-6,231.24,0.8838,Next Product,ec-4
I02714,U0174,S0272,ec-6,270.06,0.933,Share,N/A
I02715,U1656,S0272,ms-1,37.94,0.5082,Exit,N/A
I02716,U0869,S0272,ec-5,79.88,0.9152,Share,N/A
I02717,U0983,S0272,ec-2,100.38,0.9578,Next Product,ms-3
I02718,U1430,S0272,ms-2,137.37,0.9284,Share,N/A
I02719,U1866,S0272,ec-6,300.0,0.9576,Next Product,ec-4
I02720,U0707,S0273,ms-4,100.0,0.4997,Exit,N/A
I02721,U1355,S0273,ec-3,276.37,0.5013,Rewatch,N/A
I02722,U0919,S0273,ms-3,245.29,0.5408,Exit,N/A
I02723,U1073,S0273,ms-4,281.86,0.9154,Next Product,ms-1
I02724,U0724,S0273,ms-1,17.11,0.2187,Exit,N/A
I02725,U0777,S0273,ms-3,109.53,0.9301,Share,N/A
I02726,U1872,S0273,ec-5,235.04,0.8865,Next Product,ec-1
I02727,U0242,S0273,ms-5,219.95,0.8961,Next Product,ms-3
I02728,U1512,S0273,ec-5,111.19,0.9519,Share,N/A
I02729,U0625,S0273,ec-5,86.85,0.99,Next Product,ec-4
I02730,U1828,S0274,ec-4,292.83,0.5931,Rewatch,N/A
I02731,U0013,S0274,ec-4,116.18,0.9867,Share,N/A
I02732,U0220,S0274,ms-1,264.18,0.881,Next Product,ms-4
I02733,U0019,S0274,ms-2,10.0,0.1039,Exit,N/A
I02734,U0405,S0274,ms-2,66.86,0.9698,Next Product,ms-6
I02735,U1871,S0274,ec-2,273.95,0.9288,Next Product,ec-5
I02736,U0964,S0274,ec-1,61.94,0.99,Share,N/A
I02737,U1828,S0274,ms-3,87.51,0.9681,Share,N/A
I02738,U0899,S0274,ec-5,221.97,0.5709,Rewatch,N/A
I02739,U0725,S0274,ec-6,117.05,0.9291,Share,N/A
I02740,U1783,S0275,ec-6,289.16,0.85,Next Product,ec-4
I02741,U0809,S0275,ec-1,180.0,0.65,Exit,N/A
I02742,U0329,S0275,ec-5,267.7,0.99,Next Product,ec-1
I02743,U0545,S0275,ms-2,25.68,0.235,Exit,N/A
I02744,U1127,S0275,ec-2,180.0,0.4086,Rewatch,N/A
I02745,U0666,S0275,ec-1,126.87,0.9,Next Product,ms-6
I02746,U0797,S0275,ms-3,267.37,0.943,Next Product,ms-2
I02747,U0319,S0275,ms-6,146.21,0.9877,Share,N/A
I02748,U0485,S0275,ms-1,192.57,0.632,Rewatch,N/A
I02749,U2000,S0275,ec-4,181.96,0.6196,Rewatch,N/A
I02750,U0593,S0276,ms-5,19.83,0.0988,Exit,N/A
I02751,U1559,S0276,ec-1,258.4,0.85,Next Product,ec-2
I02752,U0511,S0276,ms-5,180.0,0.5323,Exit,N/A
I02753,U1436,S0276,ms-4,25.82,0.1315,Exit,N/A
I02754,U0879,S0276,ms-4,60.0,0.9255,Share,N/A
I02755,U0212,S0276,ec-6,28.91,0.1791,Exit,N/A
I02756,U1252,S0276,ms-3,24.84,0.2078,Exit,N/A
I02757,U1751,S0276,ec-4,235.9,0.4753,Rewatch,N/A
I02758,U0247,S0276,ms-3,91.58,0.9079,Share,N/A
I02759,U0394,S0276,ms-3,96.76,0.9834,Share,N/A
I02760,U0187,S0277,ms-1,120.56,0.99,Share,N/A
I02761,U1434,S0277,ec-5,40.91,0.6019,Rewatch,N/A
I02762,U0455,S0277,ms-6,120.88,0.9482,Share,N/A
I02763,U0875,S0277,ec-5,10.0,0.0955,Exit,N/A
I02764,U0226,S0277,ms-5,117.47,0.9655,Next Product,ms-3
I02765,U0506,S0277,ms-6,11.15,0.4331,Exit,N/A
I02766,U0373,S0277,ms-1,300.0,0.8965,Next Product,ms-4
I02767,U0585,S0277,ec-2,254.76,0.9778,Next Product,ec-5
I02768,U0517,S0277,ec-2,18.92,0.0996,Exit,N/A
I02769,U0624,S0277,ms-2,257.61,0.85,Next Product,ms-6
I02770,U1766,S0278,ms-3,241.36,0.9323,Next Product,ms-2
I02771,U1595,S0278,ec-4,91.9,0.9037,Share,N/A
I02772,U1332,S0278,ms-5,297.83,0.9252,Next Product,ms-6
I02773,U0268,S0278,ec-5,256.08,0.65,Rewatch,N/A
I02774,U1202,S0278,ec-5,180.0,0.65,Rewatch,N/A
I02775,U0913,S0278,ms-2,218.9,0.872,Next Product,ms-6
I02776,U1486,S0278,ec-2,12.65,0.4001,Exit,N/A
I02777,U0414,S0278,ec-3,254.31,0.4,Rewatch,N/A
I02778,U0393,S0278,ec-1,150.0,0.9707,Share,N/A
I02779,U1797,S0278,ec-3,14.46,0.2013,Rewatch,N/A
I02780,U1833,S0279,ms-6,117.91,0.9488,Share,N/A
I02781,U1866,S0279,ec-1,228.36,0.9474,Next Product,ec-5
I02782,U1032,S0279,ms-1,255.24,0.9288,Next Product,ec-5
I02783,U0594,S0279,ms-1,60.96,0.3941,Exit,N/A
I02784,U0125,S0279,ec-6,217.29,0.9129,Next Product,ec-4
I02785,U1091,S0279,ec-3,95.44,0.4616,Exit,N/A
I02786,U0339,S0279,ec-2,10.0,0.1729,Exit,N/A
I02787,U0787,S0279,ec-3,21.07,0.1119,Exit,N/A
I02788,U0821,S0279,ec-4,17.4,0.1303,Exit,N/A
I02789,U0377,S0279,ms-1,28.82,0.0844,Exit,N/A
I02790,U0447,S0280,ec-4,204.12,0.5459,Exit,N/A
I02791,U1620,S0280,ec-3,14.01,0.2398,Exit,N/A
I02792,U1450,S0280,ec-6,74.4,0.9299,Share,N/A
I02793,U0452,S0280,ms-5,180.87,0.65,Rewatch,N/A
I02794,U0351,S0280,ms-4,30.53,0.1032,Exit,N/A
I02795,U0488,S0280,ms-5,283.19,0.93,Next Product,ec-5
I02796,U1900,S0280,ms-3,263.44,0.9003,Next Product,ms-2
I02797,U0510,S0280,ms-4,119.64,0.9261,Share,N/A
I02798,U0712,S0280,ec-5,263.66,0.6282,Rewatch,N/A
I02799,U0171,S0280,ec-6,100.0,0.4771,Next Product,ec-4
I02800,U0274,S0281,ec-1,40.92,0.3053,Rewatch,N/A
I02801,U0604,S0281,ms-6,34.42,0.2088,Rewatch,N/A
I02802,U1282,S0281,ms-1,280.19,0.562,Rewatch,N/A
I02803,U1977,S0281,ms-5,239.74,0.8655,Share,N/A
I02804,U1101,S0281,ec-5,20.06,0.3962,Exit,N/A
I02805,U1594,S0281,ec-4,248.0,0.9187,Next Product,ec-3
I02806,U1340,S0281,ms-5,61.56,0.3205,Exit,N/A
I02807,U1300,S0281,ec-4,102.69,0.952,Share,N/A
I02808,U0452,S0281,ms-6,220.92,0.8583,Next Product,ms-2
I02809,U1542,S0281,ec-1,270.68,0.9288,Next Product,ec-2
I02810,U0755,S0282,ms-3,87.52,0.5623,Rewatch,N/A
I02811,U0192,S0282,ec-2,240.75,0.8777,Next Product,ms-4
I02812,U0387,S0282,ec-4,24.19,0.19,Exit,N/A
I02813,U1494,S0282,ms-3,23.37,0.2093,Exit,N/A
I02814,U0044,S0282,ms-5,215.21,0.9072,Next Product,ms-3
I02815,U1245,S0282,ms-4,286.49,0.85,Next Product,ms-1
I02816,U1862,S0282,ec-5,48.62,0.341,Rewatch,N/A
I02817,U0206,S0282,ec-6,132.18,0.99,Share,N/A
I02818,U1655,S0282,ms-1,277.37,0.5785,Rewatch,N/A
I02819,U0043,S0282,ms-2,180.0,0.5961,Rewatch,N/A
I02820,U1320,S0283,ms-1,281.45,0.9159,Next Product,ms-4
I02821,U1923,S0283,ec-5,150.0,0.9758,Share,N/A
I02822,U0020,S0283,ms-2,117.05,0.9826,Share,N/A
I02823,U1747,S0283,ec-6,260.0,0.85,Next Product,ec-4
I02824,U1828,S0283,ec-2,200.03,0.65,Rewatch,N/A
I02825,U0981,S0283,ms-3,225.77,0.9088,Next Product,ms-2
I02826,U1114,S0283,ms-2,218.65,0.99,Next Product,ms-6
I02827,U0211,S0283,ec-3,40.0,0.1058,Exit,N/A
I02828,U0851,S0283,ms-3,254.42,0.886,Next Product,ms-2
I02829,U0790,S0283,ms-3,31.15,0.1755,Exit,N/A
I02830,U0588,S0284,ms-4,74.35,0.4498,Exit,N/A
I02831,U1402,S0284,ec-1,252.98,0.5583,Rewatch,N/A
I02832,U1847,S0284,ms-2,96.42,0.9776,Next Product,ms-6
I02833,U1959,S0284,ms-5,17.87,0.0747,Exit,N/A
I02834,U1261,S0284,ms-6,10.0,0.1102,Exit,N/A
I02835,U1891,S0284,ms-2,69.79,0.3366,Exit,N/A
I02836,U1239,S0284,ms-3,221.36,0.9459,Next Product,ms-2
I02837,U1392,S0284,ec-1,234.81,0.911,Next Product,ec-2
I02838,U1675,S0284,ms-5,276.83,0.8817,Next Product,ec-1
I02839,U1356,S0284,ms-6,77.25,0.467,Exit,N/A
I02840,U1661,S0285,ec-6,252.79,0.5305,Rewatch,N/A
I02841,U1765,S0285,ms-3,231.89,0.65,Rewatch,N/A
I02842,U0303,S0285,ec-1,60.0,0.9624,Share,N/A
I02843,U2000,S0285,ec-2,300.0,0.5782,Rewatch,N/A
I02844,U0876,S0285,ec-6,299.52,0.8885,Next Product,ms-5
I02845,U0373,S0285,ec-1,93.54,0.9798,Share,N/A
I02846,U0986,S0285,ec-6,22.5,0.1316,Rewatch,N/A
I02847,U1233,S0285,ec-5,250.32,0.8532,Next Product,ec-1
I02848,U0504,S0285,ec-1,60.0,0.9714,Share,N/A
I02849,U1094,S0285,ec-2,87.33,0.9712,Share,N/A
I02850,U0788,S0286,ms-2,133.55,0.986,Share,N/A
I02851,U1184,S0286,ec-6,180.0,0.4802,Rewatch,N/A
I02852,U0179,S0286,ms-4,30.38,0.1777,Exit,N/A
I02853,U0417,S0286,ms-1,40.0,0.1046,Exit,N/A
I02854,U0971,S0286,ms-3,85.05,0.4558,Exit,N/A
I02855,U0123,S0286,ms-6,71.53,0.9228,Share,N/A
I02856,U1595,S0286,ms-3,200.0,0.99,Next Product,ec-4
I02857,U1991,S0286,ec-1,263.25,0.85,Next Product,ec-2
I02858,U0283,S0286,ms-2,24.88,0.1,Rewatch,N/A
I02859,U1442,S0286,ms-3,85.93,0.9379,Share,N/A
I02860,U1977,S0287,ec-1,94.77,0.98,Share,N/A
I02861,U1358,S0287,ec-4,236.01,0.9156,Next Product,ec-1
I02862,U0062,S0287,ms-3,102.04,0.9042,Share,N/A
I02863,U0158,S0287,ms-1,19.88,0.1525,Exit,N/A
I02864,U1667,S0287,ec-1,249.97,0.8555,Next Product,ec-2
I02865,U1533,S0287,ec-3,180.0,0.5791,Rewatch,N/A
I02866,U0843,S0287,ec-6,274.82,0.9097,Next Product,ec-4
I02867,U0588,S0287,ms-2,242.29,0.9666,Next Product,ms-6
I02868,U1539,S0287,ms-3,76.84,0.99,Share,N/A
I02869,U1706,S0287,ec-1,180.0,0.65,Exit,N/A
I02870,U1135,S0288,ec-6,241.57,0.65,Exit,N/A
I02871,U1028,S0288,ms-5,180.0,0.4,Rewatch,N/A
I02872,U0322,S0288,ms-5,87.48,0.1793,Rewatch,N/A
I02873,U1069,S0288,ec-1,88.14,0.5138,Next Product,ec-2
